cc,effective_year,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type,population,poor
HND,2011,Latin America & Caribbean,LAC,Honduras,HND,2011,national,,,,income,,,2.15,0.1432,0.0555,0.0308,0.0878,10.7465,6.6323,,,,,,,,,,,,,,,10.8388,8622504,2124.1875,1635.6479,FALSE,micro,survey,8351000,1195863.2
HRV,2011,Europe & Central Asia,ECA,Croatia,HRV,2011,national,,,,income,,,2.15,0.0063,0.0035,0.0028,0.0021,21.7698,18.9697,,,,,,,,,,,,,,,3.8147,4280622,11936.836,7328.0008,FALSE,micro,survey,4313000,27171.9
HTI,2011,Latin America & Caribbean,LAC,Haiti,HTI,2011,national,,,,income,,,2.15,0.5911,0.3246,0.2208,0.619,3.3895,1.6618,,,,,,,,,,,,,,,31.1029,9954312,1360.2339,1283.1633,TRUE,micro,interpolation,10145000,5996709.5
HUN,2011,Europe & Central Asia,ECA,Hungary,HUN,2011,national,,,,income,,,2.15,9e-04,4e-04,3e-04,1e-04,20.4046,18.2378,,,,,,,,,,,,,,,147.3767,9971727,11551.4989,5932.9103,FALSE,micro,survey,9898000,8908.2
IDN-R,2011,East Asia & Pacific,EAP,Indonesia,IDN,2011,rural,,,,consumption,,,2.15,0.216,0.0403,0.0114,0.048,4.154,3.2327,,,,,,,,,,,,,,,4746.8516,122079605,2826.4804,1629.1943,FALSE,micro,survey,121393000,26220888
IDN-U,2011,East Asia & Pacific,EAP,Indonesia,IDN,2011,urban,,,,consumption,,,2.15,0.0993,0.0171,0.0045,0.0201,6.5912,4.552,,,,,,,,,,,,,,,5098.1961,125020092,2826.4804,1629.1943,FALSE,micro,survey,124315000,12344479.5
IMN,2011,Other High Income Countries,ECS,Isle of Man,IMN,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,81000,459.458127677539
IND-R,2011,South Asia,SAS,India,IND,2011,rural,,,,consumption,,,2.15,0.2839,0.0602,0.0188,0.0733,3.3746,2.7449,,,,,,,,,,,,,,,17.092,864287587,1273.4659,748.7915,TRUE,micro,interpolation,857154000,243346020.6
IND-U,2011,South Asia,SAS,India,IND,2011,urban,,,,consumption,,,2.15,0.1551,0.0324,0.0099,0.0392,5.2051,3.813,,,,,,,,,,,,,,,20.7873,393333604,1273.4659,748.7915,TRUE,micro,interpolation,390082000,60501718.2
IRL,2011,Other High Income Countries,OHI,Ireland,IRL,2011,national,,,,income,,,2.15,0.0054,0.0037,0.0033,0.0016,42.7476,35.6755,,,,,,,,,,,,,,,0.9707,4580084,46622.2395,19884.6177,FALSE,micro,survey,4663000,25180.2
IRN,2011,Middle East & North Africa,MNA,"Iran, Islamic Rep.",IRN,2011,national,,,,consumption,,,2.15,0.0083,0.0023,0.001,0.0031,16.6254,12.4358,,,,,,,,,,,,,,,13944.9043,76342971,5435.0186,2913.0694,TRUE,micro,interpolation,75491000,626575.3
IRQ,2011,Middle East & North Africa,MNA,Iraq,IRQ,2011,national,,,,consumption,,,2.15,8e-04,1e-04,0,1e-04,11.0356,9.3932,,,,,,,,,,,,,,,586.4968,32378061,4003.0526,,TRUE,micro,interpolation,31727000,25381.6
ISL,2011,Other High Income Countries,OHI,Iceland,ISL,2011,national,,,,income,,,2.15,0.0012,0.001,9e-04,0.0045,47.7356,42.879,,,,,,,,,,,,,,,155.6479,319014,48933.5457,24656.2209,FALSE,micro,survey,324000,388.8
ISR,2011,Other High Income Countries,OHI,Israel,ISR,2011,national,,,,income,,,2.15,0.0023,0.0016,0.0011,0.0026,32.36,24.9855,,,,,,,,,,,,,,,4.2066,7765800,34247.6233,18127.8571,FALSE,micro,survey,7569000,17408.7
ITA,2011,Other High Income Countries,OHI,Italy,ITA,2011,national,,,,income,,,2.15,0.0116,0.0088,0.0078,0.0065,47.6675,40.2027,,,,,,,,,,,,,,,0.7672,59379449,32229.4568,19616.0149,FALSE,micro,survey,59760000,693216
JAM,2011,Latin America & Caribbean,LAC,Jamaica,JAM,2011,national,,,,consumption,,,2.15,0.0127,0.0028,9e-04,0.0034,14.7745,9.6669,,,,,,,,,,,,,,,70.3916,2746169,5089.6059,4302.2506,TRUE,micro,extrapolation,2830000,35941
JOR,2011,Middle East & North Africa,MNA,Jordan,JOR,2011,national,,,,consumption,,,2.15,4e-04,1e-04,0,1e-04,16.9443,13.4077,,,,,,,,,,,,,,,0.3292,7109980,4872.9966,,TRUE,micro,extrapolation,7575000,3030
JPN,2011,Other High Income Countries,OHI,Japan,JPN,2011,national,,,,income,,,2.15,0.0024,7e-04,3e-04,0.001,50.2212,41.4029,,,,,,,,,,,,,,,113.0232,127833000,33011.1342,18734.0409,TRUE,micro,interpolation,128505000,308412
KAZ,2011,Europe & Central Asia,ECA,Kazakhstan,KAZ,2011,national,,,,consumption,,,2.15,7e-04,1e-04,0,1e-04,11.7849,10.0442,,,,,,,,,,,,,,,125.2634,16557202,9506.7326,4761.0682,FALSE,micro,survey,16647000,11652.9
KEN,2011,Sub-Saharan Africa,SSA,Kenya,KEN,2011,national,,,,consumption,,,2.15,0.3285,0.106,0.0493,0.151,4.1961,2.9383,,,,,,,,,,,,,,,41.6348,42635144,1374.5442,1016.44,TRUE,micro,interpolation,42487000,13956979.5
KGZ,2011,Europe & Central Asia,ECA,Kyrgyz Republic,KGZ,2011,national,,,,consumption,,,2.15,0.0126,0.0017,5e-04,0.0021,6.2349,5.3378,,,,,,,,,,,,,,,19.3727,5514600,1011.3154,895.476,FALSE,micro,survey,5507000,69388.2
KHM,2011,East Asia & Pacific,EAS,Cambodia,KHM,,,,,,,,,,0.103730065940757,,,,,,,,,,,,,,,,,,,,,,,,,,regional,14538000,1508027.69864672
KIR,2011,East Asia & Pacific,EAP,Kiribati,KIR,2011,national,,,,consumption,,,2.15,0.1268,0.0344,0.0138,0.0456,5.0078,4.112,,,,,,,,,,,,,,,0.981,109871,1302.5058,1096.6731,TRUE,micro,interpolation,104000,13187.2
KNA,2011,Other High Income Countries,LCN,St. Kitts and Nevis,KNA,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,52000,294.960773323852
KOR,2011,Other High Income Countries,OHI,"Korea, Rep.",KOR,2011,national,,,,income,,,2.15,0.0037,0.0017,0.0011,0.0028,38.8021,33.532,,,,,,,,,,,,,,,974.2056,49936638,26186.8975,13215.452,TRUE,micro,interpolation,49745000,184056.5
KWT,2011,Other High Income Countries,MEA,Kuwait,KWT,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,3191000,18100.3813014695
LAO,2011,East Asia & Pacific,EAP,Lao PDR,LAO,2011,national,,,,consumption,,,2.15,0.1339,0.0273,0.0084,0.0331,4.9951,3.8378,,,,,,,,,,,,,,,3133.8118,6416327,1669.0664,1215.101,TRUE,micro,interpolation,6334000,848122.6
LBN,2011,Middle East & North Africa,MNA,Lebanon,LBN,2011,national,,,,consumption,,,2.15,0,0,0,0,29.242,24.8068,,,,,,,,,,,,,,,761.8333,5045056,9026.4717,7374.4739,TRUE,micro,extrapolation,4588000,0
LBR,2011,Sub-Saharan Africa,SSA,Liberia,LBR,2011,national,,,,consumption,,,2.15,0.3565,0.1112,0.0495,0.1558,3.2543,2.664,,,,,,,,,,,,,,,47.996,4181150,653.1019,,TRUE,micro,interpolation,4071000,1451311.5
LBY,2011,Middle East & North Africa,MEA,Libya,LBY,,,,,,,,,,0.0209815550196499,,,,,,,,,,,,,,,,,,,,,,,,,,regional,6193000,129938.770236692
LCA,2011,Latin America & Caribbean,LAC,St. Lucia,LCA,2011,national,,,,income,,,2.15,0.0424,0.0224,0.016,0.0279,19.8732,13.3344,,,,,,,,,,,,,,,2.0792,172145,10573.5314,,TRUE,mixed,interpolation,174000,7377.6
LIE,2011,Other High Income Countries,ECS,Liechtenstein,LIE,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,36000,204.203612301128
LKA,2011,South Asia,SAS,Sri Lanka,LKA,2011,national,,,,consumption,,,2.15,0.0283,0.0044,0.0012,0.0052,7.5799,5.6321,,,,,,,,,,,,,,,55.5009,20859743,3257.4474,2124.7296,TRUE,micro,interpolation,20315000,574914.5
LSO,2011,Sub-Saharan Africa,SSA,Lesotho,LSO,2011,national,,,,consumption,,,2.15,0.3941,0.1672,0.0947,0.2686,4.114,2.7567,,,,,,,,,,,,,,,5.244,2037677,1019.9979,813.0532,TRUE,micro,interpolation,2064000,813422.4
LTU,2011,Europe & Central Asia,ECA,Lithuania,LTU,2011,national,,,,income,,,2.15,0.007,0.0049,0.0041,0.0034,21.0717,18.0347,,,,,,,,,,,,,,,0.4884,3028115,12046.7214,7372.9014,FALSE,micro,survey,3080000,21560
LUX,2011,Other High Income Countries,OHI,Luxembourg,LUX,2011,national,,,,income,,,2.15,0.0012,5e-04,3e-04,7e-04,77.5216,66.0322,,,,,,,,,,,,,,,0.9658,518347,105290.249,34411.1908,FALSE,micro,survey,520000,624
LVA,2011,Europe & Central Asia,ECA,Latvia,LVA,2011,national,,,,income,,,2.15,0.0103,0.0047,0.0032,0.0065,19.0906,15.5755,,,,,,,,,,,,,,,0.5538,2059709,11450.9768,6830.0802,FALSE,micro,survey,2092000,21547.6
MAC,2011,Other High Income Countries,EAS,"Macao SAR, China",MAC,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,549000,3114.10508759221
,2011,Other High Income Countries,LCN,St. Martin (French part),MAF,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,,
MAR,2011,Middle East & North Africa,MNA,Morocco,MAR,2011,national,,,,consumption,,,2.15,0.0199,0.0035,0.001,0.0042,9.9312,7.2143,,,,,,,,,,,,,,,4.2908,32903699,2879.9441,1720.3096,TRUE,micro,interpolation,32859000,653894.1
MCO,2011,Other High Income Countries,ECS,Monaco,MCO,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,37000,209.875934865048
MDA,2011,Europe & Central Asia,ECA,Moldova,MDA,2011,national,,,,consumption,,,2.15,0.0022,3e-04,1e-04,3e-04,11.218,9.451,,,,,,,,,,,,,,,6.3825,2860699,2403.2605,2160.8052,FALSE,micro,survey,4077000,8969.4
MDG,2011,Sub-Saharan Africa,SSA,Madagascar,MDG,2011,national,,,,consumption,,,2.15,0.8148,0.4258,0.2604,0.6975,1.5947,1.1166,,,,,,,,,,,,,,,962.9596,22348158,451.1275,336.6768,TRUE,micro,interpolation,21744000,17717011.2
MDV,2011,South Asia,SAS,Maldives,MDV,2011,national,,,,consumption,,,2.15,0.0022,3e-04,1e-04,3e-04,13.9976,11.1065,,,,,,,,,,,,,,,9.7936,374440,9036.6512,,TRUE,micro,interpolation,375000,825
MEX,2011,Latin America & Caribbean,LAC,Mexico,MEX,2011,national,,,,income,,,2.15,0.0409,0.0133,0.0066,0.0184,13.731,8.8684,,,,,,,,,,,,,,,9.8615,114150481,9199.1654,6147.4773,TRUE,micro,interpolation,119090000,4870781
MHL,2011,East Asia & Pacific,EAP,Marshall Islands,MHL,2011,national,,,,consumption,,,2.15,0.0382,0.0079,0.0026,0.0098,7.9088,6.2851,,,,,,,,,,,,,,,1.0292,52971,3344.6829,2624.9213,TRUE,micro,extrapolation,53000,2024.6
MKD,2011,Europe & Central Asia,ECA,North Macedonia,MKD,2011,national,,,,income,,,2.15,0.0909,0.0415,0.0253,0.0591,10.8047,8.8123,,,,,,,,,,,,,,,22.1667,2058539,4433.8895,3059.7308,FALSE,micro,survey,2072000,188344.8
MLI,2011,Sub-Saharan Africa,SSA,Mali,MLI,2011,national,,,,consumption,,,2.15,0.4756,0.1456,0.0608,0.1942,2.794,2.2235,,,,,,,,,,,,,,,205.2734,16039734,708.4187,508.9881,TRUE,micro,interpolation,15541000,7391299.6
MLT,2011,Other High Income Countries,OHI,Malta,MLT,2011,national,,,,income,,,2.15,0.0019,0.0014,0.0012,0.005,39.2861,34.5919,,,,,,,,,,,,,,,0.6281,416268,20566.3477,11989.4176,FALSE,micro,survey,419000,796.1
MMR,2011,East Asia & Pacific,EAP,Myanmar,MMR,2011,national,,,,consumption,,,2.15,0.1308,0.031,0.0114,0.0396,5.1147,3.802,,,,,,,,,,,,,,,389.8429,49794522,999.9018,,TRUE,micro,extrapolation,50553000,6612332.4
MNE,2011,Europe & Central Asia,ECA,Montenegro,MNE,2011,national,,,,consumption,,,2.15,0.0021,8e-04,3e-04,0.001,17.0255,14.5443,,,,,,,,,,,,,,,0.4187,620079,6168.8455,5042.946,FALSE,micro,survey,625000,1312.5
MNG,2011,East Asia & Pacific,EAP,Mongolia,MNG,2011,national,,,,consumption,,,2.15,0.0086,0.001,2e-04,0.0012,9.3438,7.4888,,,,,,,,,,,,,,,873.542,2743938,3057.3173,1748.1878,FALSE,micro,survey,2762000,23753.2
MNP,2011,Other High Income Countries,EAS,Northern Mariana Islands,MNP,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,54000,306.305418451692
MOZ,2011,Sub-Saharan Africa,SSA,Mozambique,MOZ,2011,national,,,,consumption,,,2.15,0.6774,0.314,0.1819,0.5031,2.4023,1.5214,,,,,,,,,,,,,,,21.988,23760421,510.5147,334.1256,TRUE,micro,interpolation,24939000,16893678.6
MRT,2011,Sub-Saharan Africa,SSA,Mauritania,MRT,2011,national,,,,consumption,,,2.15,0.0986,0.0247,0.0095,0.0323,5.8685,4.8573,,,,,,,,,,,,,,,124.4526,3524249,1463.5949,950.5414,TRUE,micro,interpolation,3718000,366594.8
MUS,2011,Sub-Saharan Africa,SSA,Mauritius,MUS,2011,national,,,,consumption,,,2.15,0.0041,7e-04,2e-04,9e-04,14.6565,11.0806,,,,,,,,,,,,,,,18.0094,1252404,8324.7833,6245.7256,TRUE,micro,interpolation,1251000,5129.1
MWI,2011,Sub-Saharan Africa,SSA,Malawi,MWI,2011,national,,,,consumption,,,2.15,0.6746,0.2969,0.1629,0.451,2.331,1.5518,,,,,,,,,,,,,,,241.9305,15146094,521.8998,,TRUE,micro,interpolation,15627000,10541974.2
MYS,2011,East Asia & Pacific,EAP,Malaysia,MYS,2011,national,,,,income,,,2.15,0.0014,2e-04,1e-04,3e-04,23.1699,16.2553,,,,,,,,,,,,,,,1.7269,29184133,8393.9495,4228.1367,FALSE,micro,survey,28635000,40089
NAM,2011,Sub-Saharan Africa,SSA,Namibia,NAM,2011,national,,,,consumption,,,2.15,0.2183,0.0686,0.0309,0.0949,9.0343,4.0708,,,,,,,,,,,,,,,6.8983,2132340,4330.9441,2565.3756,TRUE,micro,interpolation,2216000,483752.8
NCL,2011,Other High Income Countries,EAS,New Caledonia,NCL,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,255000,1446.44225379966
NER,2011,Sub-Saharan Africa,SSA,Niger,NER,2011,national,,,,consumption,,,2.15,0.6056,0.1921,0.0799,0.2541,2.3194,1.8683,,,,,,,,,,,,,,,245.1597,17283112,432.2976,307.883,FALSE,micro,survey,17064000,10333958.4
NGA,2011,Sub-Saharan Africa,SSA,Nigeria,NGA,2011,national,,,,consumption,,,2.15,0.3461,0.1021,0.0418,0.1347,3.5129,2.7719,,,,,,,,,,,,,,,123.6724,165463745,2455.747,1894.4556,TRUE,imputed,interpolation,162877000,56371729.7
NIC,2011,Latin America & Caribbean,LAC,Nicaragua,NIC,2011,national,,,,income,,,2.15,0.0659,0.0174,0.0069,0.023,9.3334,6.4919,,,,,,,,,,,,,,,11.5284,5942553,1749.5065,1276.5368,TRUE,micro,interpolation,5808000,382747.2
NLD,2011,Other High Income Countries,OHI,Netherlands,NLD,2011,national,,,,income,,,2.15,0.001,7e-04,5e-04,0.0014,55.6257,48.9405,,,,,,,,,,,,,,,0.8495,16693074,44869.3129,20614.0824,FALSE,micro,survey,16737000,16737
NOR,2011,Other High Income Countries,OHI,Norway,NOR,2011,national,,,,income,,,2.15,0.001,5e-04,5e-04,0.0029,66.4473,60.4651,,,,,,,,,,,,,,,10.7428,4953088,72660.6754,30392.068,FALSE,micro,survey,4947000,4947
NPL,2011,South Asia,SAS,Nepal,NPL,2011,national,,,,consumption,,,2.15,0.0765,0.0151,0.0047,0.0184,5.2533,4.2487,,,,,,,,,,,,,,,30.5129,27266399,763.3128,676.419,TRUE,micro,extrapolation,27327000,2090515.5
NRU,2011,East Asia & Pacific,EAP,Nauru,NRU,2011,national,,,,consumption,,,2.15,0.0852,0.0087,0.0016,0.0097,5.8167,4.6852,,,,,,,,,,,,,,,1.3761,10283,6339.9325,,TRUE,micro,extrapolation,10000,852
NZL,2011,Other High Income Countries,EAS,New Zealand,NZL,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,4418000,25060.3210873996
OMN,2011,Other High Income Countries,MEA,Oman,OMN,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,3237000,18361.3081394098
PAK,2011,South Asia,SAS,Pakistan,PAK,2011,national,,,,consumption,,,2.15,0.0947,0.013,0.0029,0.0148,4.3531,3.5699,,,,,,,,,,,,,,,33.2507,198602738,1159.5629,947.0515,TRUE,micro,interpolation,174184000,16495224.8
PAN,2011,Latin America & Caribbean,LAC,Panama,PAN,2011,national,,,,income,,,2.15,0.0245,0.0068,0.0032,0.0078,25.5492,16.0199,,,,,,,,,,,,,,,0.5081,3688674,11248.0034,,FALSE,micro,survey,3708000,90846
PER,2011,Latin America & Caribbean,LAC,Peru,PER,2011,national,,,,income,,,2.15,0.065,0.0189,0.0081,0.026,12.0512,8.8763,,,,,,,,,,,,,,,1.8936,29477721,5421.3338,3415.1283,FALSE,micro,survey,29760000,1934400
PHL,2011,East Asia & Pacific,EAP,Philippines,PHL,2011,national,,,,consumption,,,2.15,0.1287,0.0266,0.0084,0.0325,6.2844,4.3575,,,,,,,,,,,,,,,19.3925,96337913,2464.6844,1811.5737,TRUE,micro,interpolation,95278000,12262278.6
PLW,2011,East Asia & Pacific,EAS,Palau,PLW,,,,,,,,,,0.103730065940757,,,,,,,,,,,,,,,,,,,,,,,,,,regional,21000,2178.33138475589
PNG,2011,East Asia & Pacific,EAP,Papua New Guinea,PNG,2011,national,,,,consumption,,,2.15,0.394,0.1561,0.0824,0.2336,3.4827,2.627,,,,,,,,,,,,,,,2.6999,7806637,2116.2247,,TRUE,micro,extrapolation,7269000,2863986
POL,2011,Europe & Central Asia,ECA,Poland,POL,2011,national,,,,consumption,,,2.15,3e-04,0,6.0211e-06,0,18.1725,15.0531,,,,,,,,,,,,,,,1.8423,38063255,11291.9036,6838.2759,FALSE,micro,survey,38321000,11496.3
PRI,2011,Other High Income Countries,LCN,Puerto Rico,PRI,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,3707000,21027.2997444523
PRK,2011,East Asia & Pacific,EAS,"Korea, Dem. People's Rep.",PRK,,,,,,,,,,0.103730065940757,,,,,,,,,,,,,,,,,,,,,,,,,,regional,24722000,2564414.69018739
PRT,2011,Other High Income Countries,OHI,Portugal,PRT,2011,national,,,,income,,,2.15,0.0051,0.0019,0.0011,0.003,30.0746,23.6919,,,,,,,,,,,,,,,0.6574,10557560,19365.1816,12649.0741,FALSE,micro,survey,10625000,54187.5
PRY,2011,Latin America & Caribbean,LAC,Paraguay,PRY,2011,national,,,,income,,,2.15,0.0505,0.0159,0.008,0.0235,16.9857,10.5082,,,,,,,,,,,,,,,2539.9849,5843939,5315.3829,3372.6575,FALSE,micro,survey,6294000,317847
PSE,2011,Middle East & North Africa,MNA,West Bank and Gaza,PSE,2011,national,,,,consumption,,,2.15,0.0019,6e-04,2e-04,7e-04,14.2733,11.3484,,,,,,,,,,,,,,,2.0663,3882986,3128.1081,2802.843,FALSE,micro,survey,4179000,7940.1
PYF,2011,Other High Income Countries,EAS,French Polynesia,PYF,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,270000,1531.52709225846
QAT,2011,Other High Income Countries,MEA,Qatar,QAT,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,1952000,11072.3736447723
ROU,2011,Europe & Central Asia,ECA,Romania,ROU,2011,national,,,,consumption,,,2.15,0,0,0,0,10.1957,9.1474,,,,,,,,,,,,,,,1.805,20147528,8042.9041,5077.9445,FALSE,micro,survey,20293000,0
RUS,2011,Europe & Central Asia,ECA,Russian Federation,RUS,2011,national,,,,consumption,,,2.15,4e-04,1e-04,0,1e-04,23.8616,17.4959,,,,,,,,,,,,,,,25.2183,142960908,9124.4746,4809.9683,FALSE,micro,survey,143264000,57305.6
RWA,2011,Sub-Saharan Africa,SSA,Rwanda,RWA,2011,national,,,,consumption,,,2.15,0.5885,0.2257,0.1118,0.3238,2.9235,1.8491,,,,,,,,,,,,,,,293.705,10576932,614.3616,492.2966,TRUE,micro,interpolation,10516000,6188666
SAU,2011,Other High Income Countries,MEA,Saudi Arabia,SAU,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,28238000,160175.044559979
SDN,2011,Sub-Saharan Africa,SSA,Sudan,SDN,2011,national,,,,consumption,,,2.15,0.149,0.038,0.0149,0.05,4.936,3.9746,,,,,,,,,,,,,,,6.464,34419624,2381.3574,1593.7799,TRUE,micro,interpolation,35167000,5239883
SEN,2011,Sub-Saharan Africa,SSA,Senegal,SEN,2011,national,,,,consumption,,,2.15,0.4149,0.1448,0.0691,0.2083,3.3402,2.4833,,,,,,,,,,,,,,,238.5777,12875880,1147.093,860.0663,TRUE,micro,interpolation,13301000,5518584.9
SGP,2011,Other High Income Countries,EAS,Singapore,SGP,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,5176000,29359.9415908511
SLB,2011,East Asia & Pacific,EAP,Solomon Islands,SLB,2011,national,,,,consumption,,,2.15,0.3017,0.092,0.0405,0.1265,3.9694,2.9565,,,,,,,,,,,,,,,7.7144,553721,2129.0321,1336.7409,TRUE,micro,interpolation,540000,162918
SLE,2011,Sub-Saharan Africa,SSA,Sierra Leone,SLE,2011,national,,,,consumption,,,2.15,0.387,0.1059,0.0415,0.1386,3.189,2.5106,,,,,,,,,,,,,,,2128.5188,6612385,554.5386,530.1362,FALSE,micro,survey,6612000,2558844
SLV,2011,Latin America & Caribbean,LAC,El Salvador,SLV,2011,national,,,,income,,,2.15,0.0534,0.0125,0.0045,0.0157,9.5452,6.8542,,,,,,,,,,,,,,,0.515,6137349,3488.15,2959.3392,FALSE,micro,survey,6192000,330652.8
SMR,2011,Other High Income Countries,ECS,San Marino,SMR,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,31000,175.841999481527
SOM,2011,Sub-Saharan Africa,SSF,Somalia,SOM,,,,,,,,,,0.40918044437457,,,,,,,,,,,,,,,,,,,,,,,,,,regional,12405000,5075883.41246653
SRB,2011,Europe & Central Asia,ECA,Serbia,SRB,2011,national,,,,consumption,,,2.15,0.0013,2e-04,0,2e-04,13.7156,11.8933,,,,,,,,,,,,,,,47.9923,7234099,5354.2004,4111.4836,TRUE,micro,interpolation,8994000,11692.2
SSD,2011,Sub-Saharan Africa,SSA,South Sudan,SSD,2011,national,,,,consumption,,,2.15,0.468,0.2081,0.1216,0.3422,3.2731,2.3164,,,,,,,,,,,,,,,34.92,10243050,1578.5074,,TRUE,mixed,interpolation,10449000,4890132
STP,2011,Sub-Saharan Africa,SSA,Sao Tome and Principe,STP,2011,national,,,,consumption,,,2.15,0.2123,0.05,0.0178,0.0634,4.0243,3.3083,,,,,,,,,,,,,,,11.4289,186044,1419.3453,,TRUE,micro,interpolation,179000,38001.7
SUR,2011,Latin America & Caribbean,LAC,Suriname,SUR,2011,urban,,,,income,,,2.15,0.1535,0.1255,0.118,0.0394,19.5119,12.1385,,,,,,,,,,,,,,,2.9343,365940,9070.3336,,TRUE,micro,extrapolation,531000,81508.5
SVK,2011,Europe & Central Asia,ECA,Slovak Republic,SVK,2011,national,,,,income,,,2.15,0.0042,0.0021,0.0013,0.0037,24.5812,22.7171,,,,,,,,,,,,,,,0.5793,5398384,14954.578,8531.07,FALSE,micro,survey,5410000,22722
SVN,2011,Europe & Central Asia,ECA,Slovenia,SVN,2011,national,,,,income,,,2.15,0,0,0,0,38.7041,35.2624,,,,,,,,,,,,,,,0.6389,2052843,20746.9884,11641.9709,FALSE,micro,survey,2054000,0
SWE,2011,Other High Income Countries,OHI,Sweden,SWE,2011,national,,,,income,,,2.15,0.0062,0.004,0.0033,0.0042,49.5726,44.077,,,,,,,,,,,,,,,9.2232,9449213,49539.9726,22450.219,FALSE,micro,survey,9466000,58689.2
SWZ,2011,Sub-Saharan Africa,SSA,Eswatini,SWZ,2011,national,,,,consumption,,,2.15,0.4478,0.1796,0.0948,0.2692,4.2563,2.426,,,,,,,,,,,,,,,6.1177,1105371,3254.8134,2400.2307,TRUE,micro,interpolation,1225000,548555
SXM,2011,Other High Income Countries,LCN,Sint Maarten (Dutch part),SXM,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,34000,192.858967173288
SYC,2011,Sub-Saharan Africa,SSA,Seychelles,SYC,2011,national,,,,income,,,2.15,0.0124,0.005,0.003,0.0083,23.7703,15.7053,,,,,,,,,,,,,,,9.0271,87441,14056.8021,4897.645,TRUE,micro,extrapolation,92000,1140.8
SYR,2011,Middle East & North Africa,MNA,Syrian Arab Republic,SYR,2011,national,,,,consumption,,,2.15,0.003,4e-04,1e-04,4e-04,11.8293,8.8435,,,,,,,,,,,,,,,151.7781,22730733,1552.866,2379.7617,TRUE,micro,extrapolation,20864000,62592
TCA,2011,Other High Income Countries,LCN,Turks and Caicos Islands,TCA,,,,,,,,,,0.00567232256392023,,,,,,,,,,,,,,,,,,,,,,,,,,regional,32000,181.514322045447
TCD,2011,Sub-Saharan Africa,SSA,Chad,TCD,2011,national,,,,consumption,,,2.15,0.3662,0.1432,0.0754,0.2142,3.8113,2.8371,,,,,,,,,,,,,,,237.6564,12317730,703.1232,534.2145,FALSE,micro,survey,12288000,4499865.6
TGO,2011,Sub-Saharan Africa,SSA,Togo,TGO,2011,national,,,,consumption,,,2.15,0.5889,0.2668,0.1512,0.4146,2.6622,1.7784,,,,,,,,,,,,,,,246.5965,6748672,664.8413,570.488,FALSE,micro,survey,6679000,3933263.1
THA,2011,East Asia & Pacific,EAP,Thailand,THA,2011,national,,,,consumption,,,2.15,7e-04,1e-04,0,1e-04,13.9743,10.5283,,,,,,,,,,,,,,,13.2873,68712846,5091.9581,2682.8228,FALSE,micro,survey,67530000,47271
TJK,2011,Europe & Central Asia,ECA,Tajikistan,TJK,2011,national,,,,consumption,,,2.15,0.054,0.0103,0.0032,0.0125,6.4203,5.3625,,,,,,,,,,,,,,,2.5948,7784819,813.5234,804.4763,TRUE,micro,interpolation,7816000,422064
TKM,2011,Europe & Central Asia,ECA,Turkmenistan,TKM,2011,national,,,,consumption,,,2.15,0.0558,0.0132,0.0047,0.0166,8.1579,5.8689,,,,,,,,,,,,,,,1.663,5360811,4643.3165,,TRUE,micro,extrapolation,5174000,288709.2
