cc,effective_year,type,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
CPV,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Cabo Verde,CPV,2019,national,,,,consumption,,,1.768,0.0124,0.0024,7e-04,0.0029,11.0674,7.8351,,,,,,,,,,,,,,,47.6121,577030,3690.6565,2430.3797,TRUE,micro,extrapolation
ALB,2022,fpl_2019eq_fo_2022,Europe & Central Asia,ECA,Albania,ALB,2019,national,,,,consumption,,,3.359,0.0075,0.001,2e-04,0.0011,13.7498,11.6073,,,,,,,,,,,,,,,50.3574,2854191,4543.3877,3591.2926,FALSE,micro,survey
FSM,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,"Micronesia, Fed. Sts.",FSM,2019,national,,,,consumption,,,1.458,0.0749,0.0275,0.0151,0.0429,5.8221,4.428,,,,,,,,,,,,,,,0.9772,111379,2967.0022,,TRUE,micro,extrapolation
AZE,2022,fpl_2019eq_fo_2022,Europe & Central Asia,ECA,Azerbaijan,AZE,2019,national,,,,consumption,,,5.767,1e-04,6.7603e-06,5.2764e-07,7.0387e-06,19.7505,16.3746,,,,,,,,,,,,,,,0.487,10024283,5348.4541,,TRUE,micro,extrapolation
BTN,2022,fpl_2019eq_fo_2022,South Asia,SAS,Bhutan,BTN,2019,national,,,,consumption,,,2.54,0.0097,0.0016,4e-04,0.0019,13.5325,11.1228,,,,,,,,,,,,,,,20.4738,767459,3219.6414,1829.0473,TRUE,micro,interpolation
KIR,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,Kiribati,KIR,2019,national,,,,consumption,,,2.838,0.0745,0.013,0.0037,0.0156,6.2648,5.3335,,,,,,,,,,,,,,,0.981,124241,1405.4692,1327.3395,TRUE,micro,interpolation
MNE,2022,fpl_2019eq_fo_2022,Europe & Central Asia,ECA,Montenegro,MNE,2019,national,,,,income,,,6.319,0.1591,0.0573,0.0312,0.0913,17.4967,15.0708,,,,,,,,,,,,,,,0.4187,622028,7684.1804,6091.2408,TRUE,micro,extrapolation
LCA,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,St. Lucia,LCA,2019,national,,,,income,,,2.782,0.0753,0.0349,0.0237,0.0475,20.9339,13.6152,,,,,,,,,,,,,,,2.0792,178583,11060.6889,,TRUE,micro,extrapolation
UKR,2022,fpl_2019eq_fo_2022,Europe & Central Asia,ECA,Ukraine,UKR,2019,national,,,,consumption,,,2.179,0,0,0,0,14.9213,13.1278,,,,,,,,,,,,,,,7.0057,44386203,2425.635,1997.7584,FALSE,micro,survey
WSM,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,Samoa,WSM,2019,national,,,,consumption,,,3.069,0.0483,0.008,0.0021,0.0094,11.1628,8.2884,,,,,,,,,,,,,,,1.8513,211905,4322.4413,2968.6638,TRUE,micro,extrapolation
TON,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,Tonga,TON,2019,national,,,,consumption,,,2.757,0.0366,0.0078,0.0026,0.0096,8.9147,7.3962,,,,,,,,,,,,,,,1.7136,104951,4633.061,4508.321,TRUE,micro,extrapolation
MKD,2022,fpl_2019eq_fo_2022,Europe & Central Asia,ECA,North Macedonia,MKD,2019,national,,,,income,,,3.587,0.066,0.0259,0.014,0.0401,14.9491,13.4756,,,,,,,,,,,,,,,22.1667,2076694,5386.2027,3806.5464,FALSE,micro,survey
MYS,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,Malaysia,MYS,2019,national,,,,income,,,3.648,0.0015,2e-04,1e-04,3e-04,33.9062,25.0265,,,,,,,,,,,,,,,1.7269,32804020,11114.5427,6523.1009,TRUE,micro,extrapolation
NIC,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Nicaragua,NIC,2019,national,,,,income,,,2.596,0.0596,0.0161,0.0061,0.0208,11.6882,8.0556,,,,,,,,,,,,,,,11.5284,6663924,1965.2779,1373.0625,TRUE,micro,extrapolation
SLV,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,El Salvador,SLV,2019,national,,,,income,,,3.191,0.0444,0.011,0.004,0.014,12.9517,9.8868,,,,,,,,,,,,,,,0.515,6280217,4105.6462,3394.1369,FALSE,micro,survey
BLR,2022,fpl_2019eq_fo_2022,Europe & Central Asia,ECA,Belarus,BLR,2019,national,,,,consumption,,,5.668,0.0055,7e-04,1e-04,8e-04,19.1325,17.1343,,,,,,,,,,,,,,,6165.2094,9419758,6267.7658,3425.8628,FALSE,micro,survey
SWZ,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Eswatini,SWZ,2019,national,,,,consumption,,,2.501,0.4047,0.1534,0.077,0.2226,5.8893,3.0885,,,,,,,,,,,,,,,6.1177,1169613,3766.063,2385.8188,TRUE,micro,extrapolation
DJI,2022,fpl_2019eq_fo_2022,Middle East & North Africa,MNA,Djibouti,DJI,2019,national,,,,consumption,,,3.236,0.3523,0.1269,0.0652,0.1907,5.6307,4.2254,,,,,,,,,,,,,,,104.7365,1073994,2820.0629,1827.1634,TRUE,micro,extrapolation
SRB,2022,fpl_2019eq_fo_2022,Europe & Central Asia,ECA,Serbia,SRB,2019,national,,,,consumption,,,5.511,0.0564,0.0111,0.0036,0.0137,15.2907,13.1989,,,,,,,,,,,,,,,47.9923,6945235,6567.9081,4573.373,FALSE,micro,survey
GUY,2022,fpl_2019eq_fo_2022,Latin America & Caribbean,LAC,Guyana,GUY,2019,national,,,,income,,,3.091,0.0944,0.05,0.0366,0.126,14.1933,10.2422,,,,,,,,,,,,,,,115.6263,798753,6348.6981,,TRUE,micro,extrapolation
CHN-R,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,China,CHN,2019,rural,,,,consumption,,,1.337,4e-04,1e-04,1e-04,1e-04,9.9159,8.0993,,,,,,,,,,,,,,,3.495,558762145,10155.5114,4083.1129,FALSE,aggregate,survey
ROU,2022,fpl_2019eq_fo_2022,Europe & Central Asia,ECA,Romania,ROU,2019,national,,,,income,,,2.166,0.0217,0.0077,0.0046,0.0072,21.4669,19.0276,,,,,,,,,,,,,,,1.805,19371648,11252.8866,7546.5131,FALSE,micro,survey
TJK,2022,fpl_2019eq_fo_2022,Europe & Central Asia,ECA,Tajikistan,TJK,2019,national,,,,consumption,,,2.798,0.0813,0.0197,0.0074,0.0255,7.6947,6.2975,,,,,,,,,,,,,,,2.5948,9337003,1172.0791,815.9631,TRUE,micro,extrapolation
MDA,2022,fpl_2019eq_fo_2022,Europe & Central Asia,ECA,Moldova,MDA,2019,national,,,,consumption,,,10.762,0.5205,0.1362,0.0501,0.1732,12.1181,10.5156,,,,,,,,,,,,,,,6.3825,2664224,3439.1296,2976.7248,FALSE,micro,survey
VNM,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,Vietnam,VNM,2019,national,,,,consumption,,,2.29,0.0108,0.0019,6e-04,0.0024,14.7025,11.7817,,,,,,,,,,,,,,,7807.6123,95776716,3288.3531,1935.0125,TRUE,micro,interpolation
GEO,2022,fpl_2019eq_fo_2022,Europe & Central Asia,ECA,Georgia,GEO,2019,national,,,,consumption,,,3.684,0.1905,0.053,0.0221,0.0711,7.9745,6.4294,,,,,,,,,,,,,,,0.9247,3720161,4773.3357,3532.3452,FALSE,micro,survey
JOR,2022,fpl_2019eq_fo_2022,Middle East & North Africa,MNA,Jordan,JOR,2019,national,,,,consumption,,,6.631,0.1641,0.0332,0.0106,0.0409,13.5932,10.7561,,,,,,,,,,,,,,,0.3292,10698683,3909.25,,TRUE,micro,extrapolation
NPL,2022,fpl_2019eq_fo_2022,South Asia,SAS,Nepal,NPL,2019,national,,,,consumption,,,1.859,0.0189,0.0028,8e-04,0.0033,6.6629,5.3887,,,,,,,,,,,,,,,30.5129,28832496,1041.4296,857.9172,TRUE,micro,extrapolation
THA,2022,fpl_2019eq_fo_2022,East Asia & Pacific,EAP,Thailand,THA,2019,national,,,,consumption,,,4.721,0.0238,0.0039,0.0012,0.0048,16.0433,12.5394,,,,,,,,,,,,,,,13.2873,71307763,6453.8941,3331.8166,FALSE,micro,survey
AFG,2022,fpl_2019eq_fo_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UZB,2022,fpl_2019eq_fo_2022,Europe & Central Asia,ECA,Uzbekistan,UZB,2019,national,,,,consumption,,,3.756,0.6789,0.2605,0.1291,0.3761,3.6721,2.8908,,,,,,,,,,,,,,,1521.4752,33580350,3185.3346,2128.7367,TRUE,micro,extrapolation
SLE,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Sierra Leone,SLE,2019,national,,,,consumption,,,2.402,0.3186,0.0787,0.0277,0.0987,3.9958,3.043,,,,,,,,,,,,,,,2128.5188,8046828,634.9856,554.1641,TRUE,micro,extrapolation
TUR,2022,fpl_2019eq_fo_2022,Europe & Central Asia,ECA,Turkiye,TUR,2019,national,,,,consumption,,,6.302,0.1043,0.028,0.011,0.0367,22.2029,16.1847,,,,,,,,,,,,,,,1.6467,83481684,11935.3879,6972.1131,FALSE,micro,survey
IND-U,2022,fpl_2019eq_fo_2022,South Asia,SAS,India,IND,2019,urban,,,,consumption,,,1.445,0.0228,0.004,0.0011,0.0048,6.0371,4.6556,,,,,,,,,,,,,,,20.7873,476786386,1931.0207,1149.6868,TRUE,imputed,interpolation
NGA,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Nigeria,NGA,2019,national,,,,consumption,,,1.702,0.192,0.0475,0.0174,0.0607,3.6535,2.9513,,,,,,,,,,,,,,,123.6724,203304492,2505.4627,1853.4945,TRUE,micro,extrapolation
ETH,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Ethiopia,ETH,2019,national,,,,consumption,,,2.799,0.3295,0.0956,0.0406,0.1284,4.4437,3.6389,,,,,,,,,,,,,,,8.4964,114120594,797.8853,544.9121,TRUE,micro,extrapolation
IND-R,2022,fpl_2019eq_fo_2022,South Asia,SAS,India,IND,2019,rural,,,,consumption,,,1.439,0.0198,0.0028,7e-04,0.0033,4.5196,3.6505,,,,,,,,,,,,,,,17.092,906325664,1931.0207,1149.6868,TRUE,imputed,interpolation
SDN,2022,fpl_2019eq_fo_2022,Sub-Saharan Africa,SSA,Sudan,SDN,2019,national,,,,consumption,,,1.451,0.0738,0.015,0.0049,0.0188,3.9489,3.1683,,,,,,,,,,,,,,,6.464,43232093,1950.0316,1744.1969,TRUE,micro,extrapolation
BGD,2022,fpl_2019eq_fo_2022,South Asia,SAS,Bangladesh,BGD,2019,national,,,,consumption,,,2.209,0.1243,0.0227,0.0065,0.0271,4.702,3.8028,,,,,,,,,,,,,,,29.5141,165516222,1575.6559,1081.9091,TRUE,micro,interpolation
SYR,2020,fpl_2019eq_gr_2020,Middle East & North Africa,MNA,Syrian Arab Republic,SYR,2019,national,,,,consumption,,,2.484,0.7543,0.3409,0.1858,0.5116,2.0963,1.5672,,,,,,,,,,,,,,,151.7781,20098251,781.3912,421.7236,TRUE,micro,extrapolation
COD,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,"Congo, Dem. Rep.",COD,2019,national,,,,consumption,,,1.622,0.4782,0.1817,0.0927,0.2673,2.3365,1.6835,,,,,,,,,,,,,,,630.6055,89906890,494.8192,362.7961,TRUE,micro,extrapolation
MOZ,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Mozambique,MOZ,2019,national,,,,consumption,,,1.9,0.6582,0.3038,0.1769,0.4936,2.3134,1.3992,,,,,,,,,,,,,,,21.988,30285595,600.4034,394.9344,TRUE,micro,interpolation
AGO,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Angola,AGO,2019,national,,,,consumption,,,3.818,0.5659,0.2684,0.1617,0.4445,5.2981,3.3057,,,,,,,,,,,,,,,107.27,32353588,2569.7017,1404.1077,TRUE,micro,extrapolation
ZWE,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Zimbabwe,ZWE,2019,national,,,,consumption,,,2.956,0.5513,0.2287,0.1195,0.3362,4.5002,2.6533,,,,,,,,,,,,,,,0.485,15354608,1342.9896,990.4512,FALSE,imputed,survey
BRA,2020,fpl_2019eq_gr_2020,Latin America & Caribbean,LAC,Brazil,BRA,2019,national,,,,income,,,3.747,0.1111,0.047,0.0273,0.0702,21.1151,12.8877,,,,,,,,,,,,,,,2.3274,211782878,8592.2102,5605.5095,FALSE,micro,survey
MEX,2020,fpl_2019eq_gr_2020,Latin America & Caribbean,LAC,Mexico,MEX,2019,national,,,,income,,,4.364,0.1335,0.0418,0.0196,0.0585,14.6424,9.85,,,,,,,,,,,,,,,9.8615,125085311,10013.7243,6747.1179,TRUE,micro,interpolation
TZA,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Tanzania,TZA,2019,national,,,,consumption,,,1.473,0.1914,0.042,0.0139,0.0521,3.3884,2.397,,,,,,,,,,,,,,,754.6215,59872579,1038.7363,601.2591,TRUE,micro,extrapolation
KEN,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Kenya,KEN,2019,national,,,,consumption,,,2.264,0.346,0.0988,0.0401,0.1306,3.8274,2.8933,,,,,,,,,,,,,,,41.6348,50951450,1653.829,1252.9846,TRUE,micro,interpolation
EGY,2020,fpl_2019eq_gr_2020,Middle East & North Africa,MNA,"Egypt, Arab Rep.",EGY,2019,national,,,,consumption,,,2.887,0.0797,0.0137,0.0039,0.0166,6.5445,5.2538,,,,,,,,,,,,,,,4.8435,105618671,3802.41,2958.1693,TRUE,micro,interpolation
ZAF,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,South Africa,ZAF,2019,national,,,,consumption,,,2.781,0.2938,0.1102,0.056,0.1617,11.8975,4.7353,,,,,,,,,,,,,,,6.5494,58087055,6189.2892,4046.2205,TRUE,micro,extrapolation
YEM,2020,fpl_2019eq_gr_2020,Middle East & North Africa,MNA,"Yemen, Rep.",YEM,2019,national,,,,consumption,,,2.844,0.7441,0.3181,0.1678,0.4705,2.499,1.9128,,,,,,,,,,,,,,,255.6836,31546691,1182.5071,,TRUE,micro,extrapolation
UGA,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Uganda,UGA,2019,national,,,,consumption,,,1.519,0.2166,0.0574,0.0224,0.0753,3.556,2.487,,,,,,,,,,,,,,,1221.0876,42949080,920.0716,679.3153,TRUE,micro,interpolation
BDI,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Burundi,BDI,2019,national,,,,consumption,,,1.76,0.6077,0.2236,0.1083,0.3176,2.0184,1.4988,,,,,,,,,,,,,,,654.4216,11874838,270.1373,207.1296,TRUE,micro,extrapolation
MDG,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Madagascar,MDG,2019,national,,,,consumption,,,1.521,0.6426,0.2696,0.1452,0.4095,1.6895,1.1883,,,,,,,,,,,,,,,962.9596,27533134,478.927,337.9674,TRUE,micro,extrapolation
MWI,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Malawi,MWI,2019,national,,,,consumption,,,0.844,0.1379,0.0308,0.0102,0.0381,2.138,1.5627,,,,,,,,,,,,,,,241.9305,18867337,573.4001,,TRUE,micro,interpolation
IRN,2020,fpl_2019eq_gr_2020,Middle East & North Africa,MNA,"Iran, Islamic Rep.",IRN,2019,national,,,,consumption,,,3.398,0.0461,0.0105,0.0038,0.0134,14.5719,10.5939,,,,,,,,,,,,,,,13944.9043,86564202,5059.8794,2530.2857,TRUE,micro,interpolation
LKA,2020,fpl_2019eq_gr_2020,South Asia,SAS,Sri Lanka,LKA,2019,national,,,,consumption,,,2.602,0.0265,0.0039,9e-04,0.0045,9.2485,6.913,,,,,,,,,,,,,,,55.5009,21803000,4458.4344,2776.5782,FALSE,micro,survey
NER,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Niger,NER,2019,national,,,,consumption,,,1.156,0.1087,0.0206,0.0061,0.0249,2.876,2.1495,,,,,,,,,,,,,,,245.1597,23443393,520.9194,366.3839,TRUE,micro,extrapolation
TCD,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Chad,TCD,2019,national,,,,consumption,,,1.506,0.125,0.027,0.0091,0.0337,3.8111,2.878,,,,,,,,,,,,,,,237.6564,16126866,652.7032,486.454,TRUE,micro,extrapolation
ZMB,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Zambia,ZMB,2019,national,,,,consumption,,,1.322,0.4256,0.1888,0.1071,0.2992,2.9806,1.6115,,,,,,,,,,,,,,,4.2238,18380477,1310.6222,,TRUE,micro,extrapolation
MMR,2020,fpl_2019eq_gr_2020,East Asia & Pacific,EAP,Myanmar,MMR,2019,national,,,,consumption,,,2.423,0.0218,0.0035,9e-04,0.0041,7.3097,6.0783,,,,,,,,,,,,,,,389.8429,53040212,1587.4042,,TRUE,micro,extrapolation
COL,2020,fpl_2019eq_gr_2020,Latin America & Caribbean,LAC,Colombia,COL,2019,national,,,,income,,,2.822,0.0887,0.0324,0.0182,0.0443,15.5424,9.6152,,,,,,,,,,,,,,,1419.3743,50187406,6404.1088,4460.1382,FALSE,micro,survey
SSD,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,South Sudan,SSD,2019,national,,,,consumption,,,2.249,0.7362,0.3787,0.2357,0.6438,1.9082,1.3498,,,,,,,,,,,,,,,34.92,10447666,787.1836,,TRUE,imputed,extrapolation
ARG,2020,fpl_2019eq_gr_2020,Latin America & Caribbean,LAC,Argentina,ARG,2019,urban,,,,income,,,7.184,0.1232,0.0405,0.0197,0.0561,26.0959,19.4754,,,,,,,,,,,,,,,10.8079,41339571,12716.2242,8271.9248,FALSE,micro,survey
HTI,2020,fpl_2019eq_gr_2020,Latin America & Caribbean,LAC,Haiti,HTI,2019,national,,,,consumption,,,1.927,0.2093,0.0642,0.0284,0.0886,4.7284,3.5677,,,,,,,,,,,,,,,31.1029,11160438,1371.707,1441.4871,TRUE,micro,extrapolation
TGO,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Togo,TGO,2019,national,,,,consumption,,,2.39,0.3243,0.1045,0.0459,0.1423,4.6098,3.2489,,,,,,,,,,,,,,,246.5965,8243094,837.4929,631.6452,TRUE,micro,extrapolation
PNG,2020,fpl_2019eq_gr_2020,East Asia & Pacific,EAP,Papua New Guinea,PNG,2019,national,,,,consumption,,,1.364,0.1522,0.0467,0.02,0.0627,4.2632,3.2157,,,,,,,,,,,,,,,2.6999,9542486,2590.4942,,TRUE,micro,extrapolation
GHA,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Ghana,GHA,2019,national,,,,consumption,,,1.285,0.0881,0.0305,0.0152,0.0454,5.595,4.1094,,,,,,,,,,,,,,,1.751,31522290,1981.6139,1383.7097,TRUE,micro,extrapolation
GIN,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Guinea,GIN,2019,national,,,,consumption,,,2.4,0.18,0.0424,0.015,0.0537,4.4625,3.8585,,,,,,,,,,,,,,,3446.9322,12877539,937.7031,718.613,TRUE,micro,extrapolation
BFA,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Burkina Faso,BFA,2019,national,,,,consumption,,,1.173,0.0479,0.0081,0.0022,0.0096,4.345,2.9247,,,,,,,,,,,,,,,199.7414,20951639,716.0122,459.4514,TRUE,micro,extrapolation
PER,2020,fpl_2019eq_gr_2020,Latin America & Caribbean,LAC,Peru,PER,2019,national,,,,income,,,3.408,0.0833,0.0255,0.0112,0.0352,13.7971,10.4066,,,,,,,,,,,,,,,1.8936,32824861,6550.4475,4311.3532,FALSE,micro,survey
RWA,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Rwanda,RWA,2019,national,,,,consumption,,,1.088,0.1,0.0215,0.0073,0.027,3.5058,2.3553,,,,,,,,,,,,,,,293.705,12835028,871.1099,652.0701,TRUE,micro,extrapolation
CAF,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Central African Republic,CAF,2019,national,,,,consumption,,,2.612,0.7376,0.3683,0.2237,0.6064,2.3371,1.5808,,,,,,,,,,,,,,,306.8083,5209324,381.414,466.0255,TRUE,micro,interpolation
MLI,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Mali,MLI,2019,national,,,,consumption,,,1.494,0.0348,0.0057,0.0015,0.0067,4.9586,3.7931,,,,,,,,,,,,,,,205.2734,20567424,779.3266,584.8007,TRUE,micro,extrapolation
GTM,2020,fpl_2019eq_gr_2020,Latin America & Caribbean,LAC,Guatemala,GTM,2019,national,,,,income,,,3.998,0.2454,0.0831,0.0397,0.1186,10.6186,6.9692,,,,,,,,,,,,,,,4.4033,16604026,4263.7084,3680.3284,TRUE,micro,extrapolation
COG,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,"Congo, Rep.",COG,2019,national,,,,consumption,,,1.925,0.4433,0.1899,0.1047,0.2917,3.2916,2.1366,,,,,,,,,,,,,,,285.9693,5570733,1731.7999,758.3223,TRUE,micro,extrapolation
PHL,2020,fpl_2019eq_gr_2020,East Asia & Pacific,EAP,Philippines,PHL,2019,national,,,,consumption,,,2.728,0.1114,0.0223,0.0068,0.027,7.2445,5.4586,,,,,,,,,,,,,,,19.3925,110380804,3589.6136,2557.7651,TRUE,micro,interpolation
LBR,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Liberia,LBR,2019,national,,,,consumption,,,4.083,0.6993,0.2921,0.1536,0.432,3.7053,2.9534,,,,,,,,,,,,,,,47.996,4985289,644.1621,,TRUE,micro,extrapolation
IDN-R,2020,fpl_2019eq_gr_2020,East Asia & Pacific,EAP,Indonesia,IDN,2019,rural,,,,consumption,,,2.082,0.0494,0.0064,0.0014,0.0073,5.824,4.8255,,,,,,,,,,,,,,,4746.8516,118656904,3892.4217,2236.778,FALSE,micro,survey
LBN,2020,fpl_2019eq_gr_2020,Middle East & North Africa,MNA,Lebanon,LBN,2019,national,,,,consumption,,,2.217,0,0,0,0,29.6548,25.157,,,,,,,,,,,,,,,761.8333,5781907,8081.7433,7478.5607,TRUE,micro,extrapolation
IDN-U,2020,fpl_2019eq_gr_2020,East Asia & Pacific,EAP,Indonesia,IDN,2019,urban,,,,consumption,,,1.723,0.0067,6e-04,1e-04,6e-04,8.5269,6.3138,,,,,,,,,,,,,,,5098.1961,150925974,3892.4217,2236.778,FALSE,micro,survey
MRT,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Mauritania,MRT,2019,national,,,,consumption,,,2.928,0.1247,0.0304,0.0116,0.0394,6.9164,5.813,,,,,,,,,,,,,,,124.4526,4383849,1670.0288,1026.8215,TRUE,micro,extrapolation
CIV,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Cote d'Ivoire,CIV,2019,national,,,,consumption,,,1.387,0.019,0.0034,0.0011,0.0042,5.7669,4.4315,,,,,,,,,,,,,,,247.1344,26147551,2252.5433,1428.7855,TRUE,micro,extrapolation
HND,2020,fpl_2019eq_gr_2020,Latin America & Caribbean,LAC,Honduras,HND,2019,national,,,,income,,,4.822,0.3649,0.1588,0.0909,0.25,10.1239,6.9277,,,,,,,,,,,,,,,10.8388,9958829,2446.1081,1973.4915,FALSE,micro,survey
JAM,2020,fpl_2019eq_gr_2020,Latin America & Caribbean,LAC,Jamaica,JAM,2019,national,,,,consumption,,,5.956,0.2175,0.0638,0.0267,0.0855,15.4071,10.0807,,,,,,,,,,,,,,,70.3916,2813773,5307.511,4214.8787,TRUE,micro,extrapolation
SEN,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Senegal,SEN,2019,national,,,,consumption,,,1.626,0.0278,0.0048,0.0015,0.0059,6.0358,4.4737,,,,,,,,,,,,,,,238.5777,16000781,1409.9708,968.9019,TRUE,micro,extrapolation
BOL,2020,fpl_2019eq_gr_2020,Latin America & Caribbean,LAC,Bolivia,BOL,2019,national,,,,income,,,5.322,0.0999,0.037,0.0193,0.0549,19.6077,14.6929,,,,,,,,,,,,,,,2.6119,11777315,3242.9488,2244.932,FALSE,micro,survey
GMB,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,"Gambia, The",GMB,2019,national,,,,consumption,,,2.178,0.1554,0.0396,0.0152,0.0514,5.2721,3.99,,,,,,,,,,,,,,,15.1142,2508883,668.6351,563.8173,TRUE,micro,interpolation
ECU,2020,fpl_2019eq_gr_2020,Latin America & Caribbean,LAC,Ecuador,ECU,2019,national,,,,income,,,3.431,0.0873,0.0289,0.0141,0.0411,15.3802,10.6785,,,,,,,,,,,,,,,0.5745,17343740,5863.9106,3644.6061,FALSE,micro,survey
FJI,2020,fpl_2019eq_gr_2020,East Asia & Pacific,EAP,Fiji,FJI,2019,national,,,,consumption,,,6.07,0.405,0.1135,0.0453,0.1485,8.2387,6.8939,,,,,,,,,,,,,,,0.9859,918465,5678.9699,,TRUE,micro,interpolation
GAB,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Gabon,GAB,2019,national,,,,consumption,,,3.835,0.0944,0.028,0.0123,0.0385,12.3368,9.6731,,,,,,,,,,,,,,,319.1603,2242785,6893.3231,2506.3412,TRUE,micro,extrapolation
LAO,2020,fpl_2019eq_gr_2020,East Asia & Pacific,EAP,Lao PDR,LAO,2019,national,,,,consumption,,,2.211,0.0725,0.0122,0.0034,0.0145,6.6662,4.8631,,,,,,,,,,,,,,,3133.8118,7212053,2564.0197,,TRUE,micro,extrapolation
TLS,2020,fpl_2019eq_gr_2020,East Asia & Pacific,EAP,Timor-Leste,TLS,2019,national,,,,consumption,,,2.215,0.2379,0.0498,0.0154,0.0604,3.5563,3.0072,,,,,,,,,,,,,,,0.5748,1280438,1530.8111,823.769,TRUE,micro,extrapolation
KAZ,2020,fpl_2019eq_gr_2020,Europe & Central Asia,ECA,Kazakhstan,KAZ,2019,national,,,,consumption,,,4.014,0.0068,9e-04,2e-04,0.001,13.0132,10.9095,,,,,,,,,,,,,,,125.2634,18513673,11402.7584,6188.6384,TRUE,micro,extrapolation
PRY,2020,fpl_2019eq_gr_2020,Latin America & Caribbean,LAC,Paraguay,PRY,2019,national,,,,income,,,3.238,0.0376,0.0088,0.0032,0.0112,19.46,13.3391,,,,,,,,,,,,,,,2539.9849,6530026,6229.212,4079.9709,FALSE,micro,survey
DZA,2020,fpl_2019eq_gr_2020,Middle East & North Africa,MNA,Algeria,DZA,2019,national,,,,consumption,,,2.537,0.0053,0.0017,0.0012,0.0016,10.3991,9.0641,,,,,,,,,,,,,,,38.2097,42705368,4153.0034,1764.5954,TRUE,group,extrapolation
MNG,2020,fpl_2019eq_gr_2020,East Asia & Pacific,EAP,Mongolia,MNG,2019,national,,,,consumption,,,2.784,0.0203,0.0033,9e-04,0.0038,10.2167,8.3899,,,,,,,,,,,,,,,873.542,3232430,4385.1117,2792.8122,TRUE,micro,extrapolation
SLB,2020,fpl_2019eq_gr_2020,East Asia & Pacific,EAP,Solomon Islands,SLB,2019,national,,,,consumption,,,1.437,0.0876,0.0203,0.0071,0.0255,4.1749,3.2197,,,,,,,,,,,,,,,7.7144,674993,2203.9834,1397.6562,TRUE,micro,extrapolation
